window_id,solution_id,event_index,window_end_time,label
1233058-w001,1233058,323,2026-01-02T11:08:29.613400,0
1233058-w002,1233058,428,2026-01-02T11:12:25.708875,0
1233058-w003,1233058,580,2026-01-02T11:16:21.804350,0
1233058-w004,1233058,694,2026-01-02T11:20:17.899825,-1
1233058-w005,1233058,732,2026-01-02T11:24:13.995300,0
1286637-w001,1286637,55,2026-01-06T09:57:12.515800,-1
1286637-w002,1286637,57,2026-01-06T10:01:48.870375,-1
1286637-w003,1286637,57,2026-01-06T10:06:25.224950,-1
1286637-w004,1286637,57,2026-01-06T10:11:01.579525,-1
1286637-w005,1286637,57,2026-01-06T10:15:37.934100,-1
1169596-w001,1169596,168,2025-12-26T16:25:50.698200,0
1169596-w002,1169596,414,2025-12-26T16:30:58.323875,0
1169596-w003,1169596,674,2025-12-26T16:36:05.949550,0
1169596-w004,1169596,946,2025-12-26T16:41:13.575225,0
1169596-w005,1169596,983,2025-12-26T16:46:21.200900,0
1033371-w001,1033371,3,2025-12-11T21:01:59.253600,-1
1033371-w002,1033371,15,2025-12-11T21:05:34.820000,-1
1033371-w003,1033371,111,2025-12-11T21:09:10.386400,0
1033371-w004,1033371,146,2025-12-11T21:12:45.952800,1
1033371-w005,1033371,229,2025-12-11T21:16:21.519200,0
1129597-w001,1129597,7,2025-12-23T19:45:16.804000,-1
1129597-w002,1129597,9,2025-12-23T19:45:26.673100,-1
1129597-w003,1129597,15,2025-12-23T19:45:36.542200,-1
1129597-w004,1129597,21,2025-12-23T19:45:46.411299999,-1
1129597-w005,1129597,25,2025-12-23T19:45:56.280400,-1
1409978-w001,1409978,14,2026-01-22T21:50:16.395600,-1
1409978-w002,1409978,14,2026-01-22T21:52:22.490625,-1
1409978-w003,1409978,14,2026-01-22T21:54:28.585649999,-1
1409978-w004,1409978,14,2026-01-22T21:56:34.680675,-1
1409978-w005,1409978,16,2026-01-22T21:58:40.775700,-1
1232626-w001,1232626,79,2026-01-02T08:26:22.619800,-1
1232626-w002,1232626,85,2026-01-02T08:27:42.525500,-1
1232626-w003,1232626,85,2026-01-02T08:29:02.431200,-1
1232626-w004,1232626,85,2026-01-02T08:30:22.336900,-1
1232626-w005,1232626,89,2026-01-02T08:31:42.242600,-1
1130708-w001,1130708,13,2025-12-23T20:30:20.208000,-1
1130708-w002,1130708,13,2025-12-23T20:31:39.593249999,-1
1130708-w003,1130708,13,2025-12-23T20:32:58.978500,-1
1130708-w004,1130708,44,2025-12-23T20:34:18.363750,-1
1130708-w005,1130708,120,2025-12-23T20:35:37.749000,0
1355214-w001,1355214,145,2026-01-08T22:46:08.610000,0
1355214-w002,1355214,327,2026-01-08T22:49:00.983250,0
1355214-w003,1355214,457,2026-01-08T22:51:53.356500,0
1355214-w004,1355214,521,2026-01-08T22:54:45.729750,0
1355214-w005,1355214,577,2026-01-08T22:57:38.103000,0
1282793-w001,1282793,216,2026-01-05T22:17:00.330400,-1
1282793-w002,1282793,353,2026-01-05T22:20:23.393750,0
1282793-w003,1282793,469,2026-01-05T22:23:46.457100,0
1282793-w004,1282793,586,2026-01-05T22:27:09.520450,0
1282793-w005,1282793,602,2026-01-05T22:30:32.583800,0
1326292-w001,1326292,103,2026-01-07T20:31:27.861200,0
1326292-w002,1326292,144,2026-01-07T20:33:57.544125,0
1326292-w003,1326292,172,2026-01-07T20:36:27.227050,-1
1326292-w004,1326292,184,2026-01-07T20:38:56.909975,-1
1326292-w005,1326292,198,2026-01-07T20:41:26.592900,-1
