window_id,solution_id,event_index,window_end_time,label,prediction,error_type,judge,current_idle_s,keys_30s,text_keys_30s,clipboard_ops_30s,key_summary
1154760-w002,1154760,132,2025-12-25T16:14:34.665500,0,1,false_positive,AC,360.106,0,0,0,"# -> i -> n -> c -> l -> u -> d -> e ->   -> < -> s -> t -> d -> i -> o -> . -> h -> > -> Enter -> i -> t ->   -> n -> m -> a -> n -> i -> ( -> v -> o -> i -> d -> Enter -> { -> Enter -> i -> n -> t ->   -> t -> ; -> Enter -> w -> s -> c -> a -> n -> f -> ( -> "" -> % -> d -> , -> & -> t -> ; -> Enter -> w -> h -> i -> l -> e -> ( -> t -> -x2 -> Enter -> { -> Enter -> i -> n -> t ->   -> n -> ; -> Enter -> s -> c -> a -> n -> f -> ( -> "" -> % -> d -> , -> & -> n -> ; -> Enter -> i -> n -> t -> i -> n -> t ->   -> a -> [ -> l -> o"
1154760-w003,1154760,188,2025-12-25T16:18:55.197800,0,1,false_positive,AC,130.844,0,0,0,"# -> i -> n -> c -> l -> u -> d -> e ->   -> < -> s -> t -> d -> i -> o -> . -> h -> > -> Enter -> i -> t ->   -> n -> m -> a -> n -> i -> ( -> v -> o -> i -> d -> Enter -> { -> Enter -> i -> n -> t ->   -> t -> ; -> Enter -> w -> s -> c -> a -> n -> f -> ( -> "" -> % -> d -> , -> & -> t -> ; -> Enter -> w -> h -> i -> l -> e -> ( -> t -> -x2 -> Enter -> { -> Enter -> i -> n -> t ->   -> n -> ; -> Enter -> s -> c -> a -> n -> f -> ( -> "" -> % -> d -> , -> & -> n -> ; -> Enter -> i -> n -> t -> i -> n -> t ->   -> a -> [ -> l -> o"
1328801-w005,1328801,334,2026-01-07T22:14:15.944900,0,1,false_positive,WA,47.971,0,0,0,"a -> f -> n -> Shift -> ( -> Shiftx20 -> "" -> Shiftx16 -> % -> d ->   -> Shift -> % -> s -> , -> Shift -> & -> n -> ; -> , -> a -> Shift -> ! -> = -> CapsLock -> E -> F -> CapsLock -> O -> Shift -> { -> Enter -> f -> o -> r -> Shift -> ( -> i -> n -> t ->   -> i -> = -> 0 -> ; -> j -> i -> Shift -> < -> n -> ; -> Shift -> + -> Shift -> + -> i -> Shift -> Enter -> { -> s -> c -> n -> f -> a -> Shift -> ( -> a -> Shift -> "" -> Shift -> % -> d -> , -> a -> [ -> i -> & -> Shift -> ; -> Enter -> f -> o -> r -> Shift -> ( -> i -> n -> t ->   -> i -> = -> j -> = -> 0 -> ; -> j -> Shift -> < -> n -> -"
1271708-w002,1271708,452,2026-01-05T16:25:58.744750,0,1,false_positive,TLE,22.952,6,5,0,"Shiftx15 -> # -> i -> n -> l -> c -> u -> d -> e ->   -> Shiftx2 -> < -> s -> t -> d -> l -> i -> b -> . -> h -> Shift -> > -> Enterx2 -> i -> n -> t ->   -> c -> m -> p -> Shiftx4 -> ( -> Shift -> c -> o -> n -> s -> t ->   -> v -> o -> i -> d ->   -> Shiftx24 -> * -> a ->   -> , -> o -> c -> n -> s -> t ->   -> v -> o -> i -> d ->   -> Shiftx16 -> * -> b -> Shift -> { -> Enter -> i -> n -> r -> t ->   -> Shift -> * -> p -> a -> = -> ( -> Shift -> n -> t ->   -> i -> Shift -> * -> a -> ; -> Enter -> i -> n -> t ->   -> Shiftx6 -> * -> Shiftx3 -> p -> b -> = -> Shift -> ( -> i"
1271708-w005,1271708,701,2026-01-05T16:35:31.088200,0,1,false_positive,TLE,31.588,0,0,0,"+ -> Enter -> /x2 -> m -> e -> Shiftx2 -> i -> n -> t ->   -> c -> o -> u -> t -> n -> = -> 0 -> ; -> /x2 -> n -> y -> Shift -> 0 -> 1 -> Enter -> Shift -> w -> i -> l -> e -> h -> Shift -> ( -> i -> c -> o -> n -> u -> t -> Shiftx13 -> ! -> Shiftx3 -> 1 -> = -> Shift -> { -> Enter -> /x2 -> p -> a -> Shiftx2 -> Enter -> q -> s -> o -> r -> t -> ( -> Shift -> a -> , -> c -> o -> u -> n -> t -> , -> s -> i -> z -> o -> f -> Shift -> e -> Shift -> ( -> i -> n -> t -> , -> c -> m -> p -> ; -> Enter -> /x2 -> Shiftx2 -> h -> e -> b -> i -> n -> Shift -> Enter -> Shift -> a -> 0 -> [ -> Shiftx8 -> +"
1171120-w005,1171120,278,2025-12-26T19:56:14.268400,0,1,false_positive,WA,92.086,0,0,0,"i -> ( -> Enter -> Shift -> { -> Enter -> r -> e -> u -> t -> r -> n ->   -> ; -> 0 -> Enter -> i -> t ->   -> nx2 -> ; -> Enter -> w -> h -> i -> e -> l -> Shift -> < -> s -> ( -> c -> a -> n -> f -> Shiftx2 -> "" -> ( -> Shift -> % -> d -> , -> Shift -> & -> n -> Shift -> ! -> = -> CapsLock -> E -> O -> F -> CapsLock -> Enter -> Shift -> { -> Enter -> f -> o -> f -> rx2 -> Shift -> ( -> i -> n -> t ->   -> i -> = -> 1 -> ; -> i -> Shift -> < -> n -> ; -> i -> Shift -> +x2 -> Enter -> [ -> Shift -> Enter -> Shift -> { -> Enter -> f -> o -> r -> Enter -> f -> o -> r -> Shift -> ( -> i -> n -> t ->   -> m"
1395045-w005,1395045,236,2026-01-10T11:48:04.425100,0,1,false_positive,AC,32.671,0,0,0,"Shift -> # -> Shift -> i -> n -> c -> l -> u -> d -> e -> Shift -> < -> s -> t -> d -> i -> o -> . -> h -> Shift -> > -> Enter -> n -> t -> i ->   -> m -> a -> i -> n -> Shift -> ( -> Shift -> Enter -> { -> r -> e -> t -> u -> r -> n ->   -> 0 -> ; -> Enter -> i -> n -> t ->   -> x -> , -> y -> , -> n -> ; -> Enter -> w -> h -> i -> l -> e -> Shift -> ( -> a -> s -> c -> a -> n -> Shift -> f -> ( -> "" -> % -> d -> Shift -> ~ -> Shift -> $ -> Shift -> % -> d -> , -> Shiftx4 -> % -> d -> , -> Shiftx45 -> & -> Shiftx4 -> x -> , -> Shift -> & -> y -> , -> & -> Shift -> n -> Shift -> !"
1239234-w005,1239234,505,2026-01-02T22:37:35.350500,0,1,false_positive,TLE,162.06,0,0,0,"e -> Shift -> ( -> s -> c -> a -> n -> f -> Shiftx2 -> ( -> "" -> Shift -> % -> d -> , -> Shift -> & -> n -> Shift -> ! -> = -> Shiftx3 -> E -> O -> F -> Shift -> { -> Enter -> i -> n -> t ->   -> a -> , -> b -> ; -> Enter -> f -> o -> Shift -> ( -> r -> i -> n -> t ->   -> i -> w -> i -> l -> e -> h -> Shift -> ( -> f -> o -> r -> w -> h -> i -> l -> e -> Shift -> ( -> a -> Shift -> ! -> = -> b -> f -> o -> r -> Shift -> ( -> i -> t -> n ->   -> i -> = -> 0 -> ; -> i -> a -> [ -> i -> Shift -> < -> n -> ; -> i -> Shift -> +x2 -> Shift -> Enter -> { -> zx3 -> a -> = -> z"
1025438-w001,1025438,114,2025-12-11T14:03:17.473800,1,0,false_negative,AC,22.984,9,9,0,"Shift -> # -> i -> n -> c -> ; -> u -> d -> e -> l -> u -> d -> e -> < -> s -> Shift -> t -> d -> i -> o -> h -> Shift -> . -> > -> Enter -> i -> n -> t ->   -> m -> a -> i -> n -> Shift -> ( -> Enter -> Shift -> { -> Enter -> l -> o -> n -> g ->   -> o -> n -> l -> f -> g -> l -> o -> n -> g ->   -> l -> o -> g -> n ->   -> n -> ; -> Enter -> w -> h -> i -> l -> e -> Shift -> ( -> s -> c -> n -> f -> a -> Shift -> ( -> Shift -> "" -> Shift -> % -> d -> lx2 -> d -> , -> Shiftx3 -> & -> n -> Shift -> ! -> = -> CapsLock -> E -> O -> F -> CapsLock -> Enter -> Shift -> { -> ' -> Enter"
1025438-w005,1025438,494,2025-12-11T14:17:34.161100,0,1,false_positive,AC,37.945,0,0,0,"Enter -> b -> r -> a -> k -> e -> ; -> Enter -> e -> l -> s -> e ->   -> i -> f -> Shift -> ( -> t -> =x2 -> n -> Enter -> Shift -> { -> Enter -> p -> r -> i -> n -> t -> f -> Shift -> ( -> "" -> Shift -> Control -> v -> \ -> n -> Enter -> ; -> Enter -> b -> r -> e -> a -> j -> k -> ; -> Enterx2 -> u -> n -> m -> Shift -> + -> Shift -> + -> ; -> f -> i -> Shiftx2 -> e -> ; -> l -> s -> e ->   -> i -> f -> Shift -> ( -> b -> n -> m -> u -> =x2 -> 1 -> 0x3 -> Enter -> { -> Enter -> Shift -> p -> r -> i -> n -> t -> y -> fx2 -> Shift -> ( -> Shift -> "" -> v -> Controlx2 -> v -> \ -> n -> ' -> ; -> Enter"
1010242-w002,1010242,140,2025-12-08T22:11:49.988500,0,1,false_positive,AC,242.319,0,0,0,"Shiftx2 -> # -> i -> n -> c -> l -> u -> d -> e -> Shift -> < -> s -> t -> d -> i -> o -> . -> Shift -> h -> > -> Enter -> n -> Enter -> i -> n -> t ->   -> m -> i -> n -> Shift -> a -> ( -> Shift -> } -> Shift -> { -> Enter -> c -> h -> a -> r ->   -> s -> t -> r -> [ -> 1 -> 0x3 -> ; -> Enter -> w -> h -> i -> e -> lx2 -> e -> Shift -> ( -> f -> g -> e -> t -> s -> Shift -> ( -> t -> r -> s -> , -> 1 -> - -> 0x6 -> , -> s -> t -> d -> i -> n -> Shift -> ! -> Shift -> ! -> = -> CapsLock -> E -> O -> F -> CapsLock -> Shift -> { -> Enter -> c -> h -> a -> r ->   -> s -> 1 -> ["
1010242-w004,1010242,140,2025-12-08T22:21:13.162300,0,1,false_positive,AC,805.492,0,0,0,"Shiftx2 -> # -> i -> n -> c -> l -> u -> d -> e -> Shift -> < -> s -> t -> d -> i -> o -> . -> Shift -> h -> > -> Enter -> n -> Enter -> i -> n -> t ->   -> m -> i -> n -> Shift -> a -> ( -> Shift -> } -> Shift -> { -> Enter -> c -> h -> a -> r ->   -> s -> t -> r -> [ -> 1 -> 0x3 -> ; -> Enter -> w -> h -> i -> e -> lx2 -> e -> Shift -> ( -> f -> g -> e -> t -> s -> Shift -> ( -> t -> r -> s -> , -> 1 -> - -> 0x6 -> , -> s -> t -> d -> i -> n -> Shift -> ! -> Shift -> ! -> = -> CapsLock -> E -> O -> F -> CapsLock -> Shift -> { -> Enter -> c -> h -> a -> r ->   -> s -> 1 -> ["
1010242-w005,1010242,388,2025-12-08T22:25:54.749200,0,1,false_positive,AC,37.792,0,0,0,"; -> Enter -> , -> f -> o -> r -> Shift -> ( -> i -> n -> t -> i ->   -> NumLockx2 -> i ->   -> = -> ; -> 0 -> i -> Shift -> < -> n -> ; -> j -> s -> t -> r -> [ -> i -> Shift -> ! -> = -> ' -> \ -> 0 -> ; -> i -> Shift -> +x2 -> Shift -> { -> Enter -> f -> i -> Shift -> ( -> i -> n -> Enter -> t ->   -> j -> k -> , -> = -> 0 -> , -> = -> k -> 0 -> ; -> s -> t -> p -> r -> NumLock -> [ -> i -> > -> Shift -> = -> ' -> CapsLock -> A -> CapsLock ->   -> Shift -> & ->   -> s -> & -> t -> r -> [ -> i -> Shift -> < -> = -> CapsLock -> ' -> Z -> CapsLock -> { -> Enter -> Shift -> s -> 1 -> [ -> j"
1233058-w004,1233058,694,2026-01-02T11:20:17.899825,0,1,false_positive,AC,21.252,4,0,0,= -> 0 -> i -> Shift -> ; -> Shiftx31 -> < -> a -> x -> m -> ; -> i -> Shift -> +x2 -> Enter -> Shift -> Enter -> { -> r -> e -> s -> u -> l -> t -> [ -> i -> = -> a -> [ -> i -> - -> ' -> a -> + -> b -> [ -> i -> - -> ' -> a -> i -> n -> t ->   -> s -> u -> m -> ; -> Enter -> i -> f -> Shift -> ( -> s -> u -> m -> Shift -> > -> 2 -> 5 -> Shift -> { -> Enterx2 -> Control -> c -> Control -> Insert -> Control -> v -> Control -> Insert -> i -> Control -> Insert -> Controlx10 -> c -> Control -> Insert -> Control -> v -> Control -> Insert -> Shift -> ( -> Shift -> % -> 2 -> 5 -> Shift -> ) -> + -> ' -> a -> ; -> Enter -> e -> l -> s -> e -> Enter
1233058-w005,1233058,732,2026-01-02T11:24:13.995300,0,1,false_positive,AC,156.065,0,0,0,x -> m -> ; -> i -> Shift -> +x2 -> Enter -> Shift -> Enter -> { -> r -> e -> s -> u -> l -> t -> [ -> i -> = -> a -> [ -> i -> - -> ' -> a -> + -> b -> [ -> i -> - -> ' -> a -> i -> n -> t ->   -> s -> u -> m -> ; -> Enter -> i -> f -> Shift -> ( -> s -> u -> m -> Shift -> > -> 2 -> 5 -> Shift -> { -> Enterx2 -> Control -> c -> Control -> Insert -> Control -> v -> Control -> Insert -> i -> Control -> Insert -> Controlx10 -> c -> Control -> Insert -> Control -> v -> Control -> Insert -> Shift -> ( -> Shift -> % -> 2 -> 5 -> Shift -> ) -> + -> ' -> a -> ; -> Enter -> e -> l -> s -> e -> Enter -> Shift -> { -> Enter -> Control -> Insert -> Enter -> Controlx20 -> c
1169596-w004,1169596,946,2025-12-26T16:41:13.575225,0,1,false_positive,AC,25.205,6,6,0,"{ -> 1 -> , -> c -> h -> a -> r -> 0 -> . -> , -> Shift -> X -> , -> 9 -> , -> 8 -> , -> 7 -> , -> 6 -> , -> 5 -> , -> 4 -> , -> 3 -> , -> 2 -> } -> Shift -> ; -> Enter -> i -> n -> t ->   -> cx2 -> h -> a -> r ->   -> c -> = -> u -> j -> d -> e -> g -> [ -> m -> o -> d -> ; -> Enter -> i -> f -> Shift -> ( -> i -> d -> [ -> 1 -> 7 -> Shift -> ! -> = -> c ->   -> e -> r -> = -> 2 -> 1 -> ; -> Enter -> i -> Enter -> f -> Shift -> ( -> r -> e -> r -> 1 -> = -> 1 -> Shift -> &x2 -> e -> r -> 2 -> r -> =x2 -> 0 -> = ->   -> p -> r -> i -> n"
1355214-w005,1355214,577,2026-01-08T22:57:38.103000,0,1,false_positive,AC,41.393,0,0,0,"! -> Shift -> Control -> Insert -> Shift -> + -> Shift -> + -> Shift -> | -> Shift -> | -> s -> [ -> i -> =x2 -> ' -> Shift -> @ -> Shift -> | -> Shift -> | -> s -> [ -> i -> = -> ' -> Shift -> # -> Shiftx2 -> | -> s -> | -> [ -> i -> = -> ' -> Insert -> Control -> c -> Controlx2 -> Insert -> v -> Control -> Insert -> Control -> Insert -> Shiftx5 -> | -> Shift -> | -> s -> [ -> i -> = -> ' -> Shift -> * -> | -> Shift -> | -> Shift -> s -> [ -> i -> = -> Shift -> "" -> ' -> Shift -> ~ -> c -> Shift -> + -> Shift -> + -> ; -> Enter -> i -> f -> Shift -> ( -> c -> o -> u -> n -> t -> Shift -> > -> = -> 3 -> p -> r -> i -> n -> t -> f -> Shift -> ("
1282793-w004,1282793,586,2026-01-05T22:27:09.520450,0,1,false_positive,AC,54.36,0,0,0,"y -> = -> a -> [ -> x -> 1 -> + -> [ -> y -> + -> a -> [ -> x -> + -> 2 -> [ -> y -> = -> 1 -> ; -> Enter -> Control -> c -> v -> Control -> + -> 1 -> + -> 1 -> + -> 1x2 -> + -> 1 -> + -> 2 -> Enter -> f -> o -> r -> ( -> i -> n -> Shift ->   -> t -> i -> = -> 0 -> x -> ; -> x -> Shift -> < -> ; -> n -> x -> +x2 -> Enter -> Shift -> { -> Enter -> f -> o -> r -> Shift -> ) -> Shift -> ( -> i -> t ->   -> n -> y -> = -> ; -> 0 -> y -> Shift -> < -> m -> ; -> y -> +x2 -> Enter -> Shift -> { -> Shift -> Enterx2 -> p -> r -> i -> n -> Shift -> ( -> Shift -> "" -> \ -> n -> ; -> Enter"
1282793-w005,1282793,602,2026-01-05T22:30:32.583800,0,1,false_positive,AC,64.131,0,0,0,"y -> = -> 1 -> ; -> Enter -> Control -> c -> v -> Control -> + -> 1 -> + -> 1 -> + -> 1x2 -> + -> 1 -> + -> 2 -> Enter -> f -> o -> r -> ( -> i -> n -> Shift ->   -> t -> i -> = -> 0 -> x -> ; -> x -> Shift -> < -> ; -> n -> x -> +x2 -> Enter -> Shift -> { -> Enter -> f -> o -> r -> Shift -> ) -> Shift -> ( -> i -> t ->   -> n -> y -> = -> ; -> 0 -> y -> Shift -> < -> m -> ; -> y -> +x2 -> Enter -> Shift -> { -> Shift -> Enterx2 -> p -> r -> i -> n -> Shift -> ( -> Shift -> "" -> \ -> n -> ; -> Enter -> p -> Shift -> ( -> Shiftx3 -> "" -> \ -> n -> ; -> Enter -> r -> e -> t -> u -> r -> n ->  "
1326292-w002,1326292,144,2026-01-07T20:33:57.544125,0,1,false_positive,AC,47.964,0,0,0,"Shift -> # -> Shiftx2 -> < -> s -> t -> d -> i -> . -> o -> h -> > -> Enter -> Shift -> i -> n -> t ->   -> m -> a -> i -> n -> Shift -> ( -> Shift -> Enter -> { -> n -> t ->   -> i -> n -> ; -> Enter -> w -> h -> i -> l -> e -> Shift -> ( -> s -> c -> a -> n -> f -> Shift -> ( -> Shift -> "" -> Shift -> % -> d -> , -> Shift -> & -> n -> Shift -> ! -> = -> CapsLockx2 -> e -> o -> f -> CapsLockx2 -> e -> o -> f -> CapsLock -> E -> F -> O -> CapsLock -> Shift -> { -> Enter -> o -> f -> r -> Shift -> ( -> i -> n -> t -> i ->   -> = -> 0 -> ; -> i -> Shift -> n -> < -> ; -> i -> Shift -> +x2 -> Shift -> { -> Enter"
