window_id,solution_id,event_index,window_end_time,problem_id,judge,duration_s,total_keys,key_summary,code_replay,keys_5s,text_keys_5s,modifier_keys_5s,clipboard_ops_5s,activity_type_5s,pause_count_5s,pause_total_5s,pause_p90_5s,backspace_5s,enter_5s,control_5s,row_changes_5s,column_changes_5s,keys_10s,text_keys_10s,modifier_keys_10s,clipboard_ops_10s,activity_type_10s,pause_count_10s,pause_total_10s,pause_p90_10s,backspace_10s,enter_10s,control_10s,row_changes_10s,column_changes_10s,keys_30s,text_keys_30s,modifier_keys_30s,clipboard_ops_30s,activity_type_30s,pause_count_30s,pause_total_30s,pause_p90_30s,backspace_30s,enter_30s,control_30s,row_changes_30s,column_changes_30s,keys_60s,text_keys_60s,modifier_keys_60s,clipboard_ops_60s,activity_type_60s,pause_count_60s,pause_total_60s,pause_p90_60s,backspace_60s,enter_60s,control_60s,row_changes_60s,column_changes_60s,keys_120s,text_keys_120s,modifier_keys_120s,clipboard_ops_120s,activity_type_120s,pause_count_120s,pause_total_120s,pause_p90_120s,backspace_120s,enter_120s,control_120s,row_changes_120s,column_changes_120s,current_idle_s,submitted_code
1259801-w005,1259801,214,2026-01-04T19:21:48.101099999,1899,AC,246.0,216,"# -> i -> n -> c -> Shift -> l -> u -> d -> Shift -> < -> e -> s -> d -> t -> i -> o -> . -> h -> Shift -> Enter -> > -> n -> t ->   -> m -> i -> a -> i -> Shift -> N -> ( -> Shift -> ( -> n -> Shift -> { -> Enter -> ' -> Enterx3 -> r -> t -> u -> r -> e -> n ->   -> 0 -> ; -> Enter -> Shift -> } -> i -> n -> t -> s ->   -> , -> e -> , -> r -> Enter -> ; -> w -> h -> i -> e -> Shift -> l -> ( -> s -> c -> a -> n -> f -> Shift -> ( -> "" -> s -> Shift -> ~ -> e -> , -> r -> , -> Shift -> & -> s -> Shift -> "" -> % -> d -> Shift -> ~ -> Shift -> d -> % -> , -> Shift -> d -> %","#include<stdio.h>
int main(
{'
    int s,e,r;
    while(scanf(""%d~%d,%ds ,&s,&e,&r!=EOF
}   {
        if(e-s>r||
        {
            printf(""Yes\n  ;
            continue;

        printf(""No\n  ;
",0,0,0,0,低活动,0,0.0,0.0,0,0,0,0,0,0,0,0,0,低活动,0,0.0,0.0,0,0,0,0,0,9,6,3,0,持续输入,0,0.0,0.832,0,0,0,0,7,10,7,3,0,持续输入,1,39.016,8.83,0,0,0,1,8,45,36,9,0,持续输入,6,67.659,3.579,0,2,0,4,36,17.817,
1251138-w001,1251138,123,2026-01-04T08:54:29.521200,2270,AC,448.0,332,"Shift -> # -> i -> n -> c -> l -> u -> d -> e -> Shift -> < -> > -> s -> t -> d -> i -> o -> . -> h -> Enter -> i -> n -> t -> m -> a -> i ->   -> n -> Shift -> ( -> { -> Shift -> Enterx3 -> n -> i -> t ->   -> p -> r -> i -> n -> m -> e -> Shift -> ( -> i -> n -> t ->   -> x -> ; -> Shift -> Enter -> { -> i -> n -> t ->   -> i -> , -> y -> l -> ; -> Enter -> f -> o -> r -> ( -> i -> Shift -> = -> 2 -> ; -> i -> Shift -> < -> p -> r -> i -> m -> e -> x -> ; -> i -> Shift -> +x2 -> ; -> Shift -> { -> Enter -> i -> f -> Shift -> 9 -> Shift -> + -> ( -> x -> Shiftx3 -> %","#include<stdio.h
int prime(int x;{
    int i=3;
    for(i=2;i<x;i=i+2
        if(x%i==   y=0;",0,0,0,0,低活动,0,0.0,0.0,0,0,0,0,0,0,0,0,0,低活动,0,0.0,0.0,0,0,0,0,0,17,16,1,0,持续输入,3,11.869,3.262,0,0,0,2,14,58,48,10,0,持续输入,4,21.407,1.814,0,1,0,3,47,124,108,16,0,持续输入,7,31.092,1.456,0,7,0,8,104,10.192,
1251138-w002,1251138,209,2026-01-04T08:55:47.927500,2270,AC,448.0,332,"Shift -> # -> i -> n -> c -> l -> u -> d -> e -> Shift -> < -> > -> s -> t -> d -> i -> o -> . -> h -> Enter -> i -> n -> t -> m -> a -> i ->   -> n -> Shift -> ( -> { -> Shift -> Enterx3 -> n -> i -> t ->   -> p -> r -> i -> n -> m -> e -> Shift -> ( -> i -> n -> t ->   -> x -> ; -> Shift -> Enter -> { -> i -> n -> t ->   -> i -> , -> y -> l -> ; -> Enter -> f -> o -> r -> ( -> i -> Shift -> = -> 2 -> ; -> i -> Shift -> < -> p -> r -> i -> m -> e -> x -> ; -> i -> Shift -> +x2 -> ; -> Shift -> { -> Enter -> i -> f -> Shift -> 9 -> Shift -> + -> ( -> x -> Shiftx3 -> %","#include<stdio.h
int prime(int x;{
    int i=3;
    for(i=2;i<x;i+++2
        if(x%i==   break;

    if(i==x  return 1;
    else return 0;



    int n,count=0;
    scanf(""%d ,&n",15,13,2,0,持续输入,0,0.0,0.535,0,0,0,0,13,21,19,2,0,持续输入,1,4.061,0.537,0,1,0,1,19,46,44,2,0,持续输入,2,16.102,0.685,0,2,0,3,44,83,79,4,0,持续输入,6,28.344,1.805,0,4,0,7,73,109,100,9,0,持续输入,12,80.201,2.149,0,4,0,11,93,0.048,
1251138-w003,1251138,301,2026-01-04T08:57:06.333799999,2270,AC,448.0,332,"; -> Shift -> Enter -> { -> i -> n -> t ->   -> i -> , -> y -> l -> ; -> Enter -> f -> o -> r -> ( -> i -> Shift -> = -> 2 -> ; -> i -> Shift -> < -> p -> r -> i -> m -> e -> x -> ; -> i -> Shift -> +x2 -> ; -> Shift -> { -> Enter -> i -> f -> Shift -> 9 -> Shift -> + -> ( -> x -> Shiftx3 -> % -> i -> = -> 0 -> = ->   -> y -> = -> 0 -> ; -> = -> Shift -> i -> + -> 2 -> = -> 1 -> ; -> 2 -> 3 -> Shift -> +x2 -> Enter -> f -> ix2 -> f -> Shift -> ) -> b -> r -> e -> a -> k -> ; -> b -> r -> e -> a -> k -> ; -> Enter -> i -> f -> Shift -> ( -> i -> =x2 -> x ->   -> r -> e","#include<stdio.h
int prime(int x;{
    int i=3;
    for(i=2;i<x;i+++2
        if(x%i==   break;

    if(i==x  return 1;
    else return 0;



    int n,count=0;
    scanf(""%d ,&n ;
    while(n-- {
        int x;scanf(""%d ,&x ;

        if(prime(x   count++;

    printf(""%d ,count ;
    return 0;",0,0,0,0,低活动,0,0.0,0.0,0,0,0,0,0,0,0,0,0,低活动,0,0.0,0.0,0,0,0,0,0,11,11,0,0,持续输入,1,3.514,0.581,0,1,0,1,10,56,51,5,0,持续输入,5,19.54,1.214,0,4,0,4,50,155,143,12,0,持续输入,9,43.776,1.231,0,8,0,9,143,24.78,
1251138-w004,1251138,310,2026-01-04T08:58:24.740100,2270,AC,448.0,332,", -> y -> l -> ; -> Enter -> f -> o -> r -> ( -> i -> Shift -> = -> 2 -> ; -> i -> Shift -> < -> p -> r -> i -> m -> e -> x -> ; -> i -> Shift -> +x2 -> ; -> Shift -> { -> Enter -> i -> f -> Shift -> 9 -> Shift -> + -> ( -> x -> Shiftx3 -> % -> i -> = -> 0 -> = ->   -> y -> = -> 0 -> ; -> = -> Shift -> i -> + -> 2 -> = -> 1 -> ; -> 2 -> 3 -> Shift -> +x2 -> Enter -> f -> ix2 -> f -> Shift -> ) -> b -> r -> e -> a -> k -> ; -> b -> r -> e -> a -> k -> ; -> Enter -> i -> f -> Shift -> ( -> i -> =x2 -> x ->   -> r -> e -> u -> t -> r -> n ->   -> 1 -> ; -> Enter -> e","cinclude<stdio.h
int prime(int x;{
    int i=3;
    for(i=2;i<x;i+++2
        if(x%i==   break;

    if(i==x  return 1;
    else return 0;



    int n,count=0;
    scanf(""%d ,&n ;c
    while(n-- {
        int x;scanf(""%d ,&x ;

        if(prime(x   count++;

    printf(""%d ,count ;
    return 0;",0,0,0,0,低活动,0,0.0,0.0,0,0,0,0,0,0,0,0,0,低活动,0,0.0,0.0,0,0,0,0,0,7,2,5,2,剪贴板操作,1,5.311,3.175,0,0,3,1,1,9,3,6,3,剪贴板操作,2,33.198,12.084,0,0,4,2,2,49,41,8,3,持续输入,5,91.42,1.477,0,2,4,6,40,16.21,
1251138-w005,1251138,318,2026-01-04T08:59:43.146400,2270,AC,448.0,332,( -> i -> Shift -> = -> 2 -> ; -> i -> Shift -> < -> p -> r -> i -> m -> e -> x -> ; -> i -> Shift -> +x2 -> ; -> Shift -> { -> Enter -> i -> f -> Shift -> 9 -> Shift -> + -> ( -> x -> Shiftx3 -> % -> i -> = -> 0 -> = ->   -> y -> = -> 0 -> ; -> = -> Shift -> i -> + -> 2 -> = -> 1 -> ; -> 2 -> 3 -> Shift -> +x2 -> Enter -> f -> ix2 -> f -> Shift -> ) -> b -> r -> e -> a -> k -> ; -> b -> r -> e -> a -> k -> ; -> Enter -> i -> f -> Shift -> ( -> i -> =x2 -> x ->   -> r -> e -> u -> t -> r -> n ->   -> 1 -> ; -> Enter -> e -> l -> s ->   -> r -> ex2 -> t -> r -> n,"cinclude<stdio.h
vnt prime(int x;{
    int i=3;
    for(i=2;i<x;i+++2
    v   if(x%i==   break;

    if(i==x  return 1;
    else return 0;



    int n,count=0;
    scanf(""%d ,&n ;c
    while(n-- {
        int x;scanf(""%d ,&x ;

        if(prime(x   count++;

    printf(""%d ,count ;
    return 0;",0,0,0,0,低活动,0,0.0,0.0,0,0,0,0,0,0,0,0,0,低活动,0,0.0,0.0,0,0,0,0,0,3,2,1,1,持续输入,0,0.0,0.311,0,0,1,0,0,8,5,3,2,持续输入,1,15.143,6.42,0,2,2,3,3,15,7,8,4,修饰键占多数,3,69.038,12.193,0,2,5,4,5,29.32,
1429511-w001,1429511,230,2026-03-24T14:06:01.585800,1328,AC,1050.1,496,"Shift -> # ->   -> Shift -> < -> i -> t -> b -> s -> / -> s -> d -> t -> c -> +x2 -> . -> Shift -> > -> Enter -> h -> u -> s -> i -> n -> g ->   -> n -> a -> e -> m -> s -> p -> a -> e ->   -> s -> c -> t -> d -> Enterx2 -> ; -> i ->   -> m -> n -> a -> i -> t -> n -> Shift -> ( -> ) ->   -> Enter -> { -> i -> n -> t -> c ->   -> ; -> w -> h -> i -> Enter -> l -> e ->   -> ( -> c -> Shift -> -x2 -> Shift -> { -> Enter ->   -> i -> n -> t ->   -> n -> , ->   -> m -> ; -> Enter -> s -> a -> n -> f -> c -> Shift -> ( -> "" -> % -> d -> , -> Shift -> & -> c","#        <bits/stdc++.h>
using namespace std;

int main() {
    int C;
    scanf(""%d-, &C ;
        intCn, m;

        scanf(""%d %d , &n, &m ;
        cector<int> p(m, 0 ;
        v            h
        v           bc
        for (int i=0; i<m; ++i  {
            scanf(""%d %d %D",15,12,3,0,持续输入,0,0.0,0.493,0,0,0,0,11,34,30,4,0,持续输入,0,0.0,0.602,0,1,0,3,29,63,54,9,0,持续输入,2,7.377,1.253,0,2,0,9,52,100,81,19,2,持续输入,4,12.325,1.474,0,5,3,13,81,174,147,27,2,持续输入,8,58.256,1.121,0,9,3,21,149,0.27,
1429511-w002,1429511,445,2026-03-24T14:09:05.360125,1328,AC,1050.1,496,"< -> n -> l -> ; -> m -> ; ->   -> + -> i -> + ->   -> { -> Enter -> s -> Shift -> c -> n -> a -> f -> d -> Shift -> * -> (x2 -> "" -> % -> d ->   -> Shift -> % -> d ->   -> Shift -> % -> D -> d ->   -> , -> Shift -> & -> p -> , ->   -> & -> Shift -> m -> , ->   -> Shift -> c -> & -> ; -> [ -> o -> ix2 -> [ -> i -> [ -> i -> Enterx2 -> f -> r -> o ->   -> Shift -> ( -> i -> n -> t ->   -> i -> = -> 0 -> ; ->   -> i -> Shift -> < -> n -> ; -> m -> ; ->   -> +x2 -> u ->   -> i -> Shift -> Enter -> { -> Enter -> v -> e -> c -> t -> r -> Shift -> < -> o -> i -> n","#        <bits/stdc++.h>
using namespace std;

int main() {
    int C;
    scanf(""%d-, &C ;
        intCn, m;

        scanf(""%d %d , &n, &m ;
        cector<int> p(m, 0 ;
        v            h
        v           bc
        for (int i=0; i<m; ++i  {
            scanf(""%d %d %d , &p[iim, &[i;    [i


        vector<int> dp(n+1, 0i; {

            for (int j=0; j<c[i ; ++j  {
                for (int k=n; k>=p[i ; --k  {}
                    dp[k  = max(dp[k , dp[k-p[i   + m[i  ;




        printf(""%d\n , dp[n  ;",0,0,0,0,低活动,0,0.0,0.0,0,0,0,0,0,0,0,0,0,低活动,0,0.0,0.0,0,0,0,0,0,0,0,0,0,低活动,0,0.0,0.0,0,0,0,0,0,59,57,2,0,持续输入,0,0.0,1.395,0,2,0,3,54,132,123,9,0,持续输入,3,35.819,1.163,0,4,0,6,119,31.18,
1429511-w003,1429511,458,2026-03-24T14:12:09.134450,1328,AC,1050.1,496,"s -> Shift -> c -> n -> a -> f -> d -> Shift -> * -> (x2 -> "" -> % -> d ->   -> Shift -> % -> d ->   -> Shift -> % -> D -> d ->   -> , -> Shift -> & -> p -> , ->   -> & -> Shift -> m -> , ->   -> Shift -> c -> & -> ; -> [ -> o -> ix2 -> [ -> i -> [ -> i -> Enterx2 -> f -> r -> o ->   -> Shift -> ( -> i -> n -> t ->   -> i -> = -> 0 -> ; ->   -> i -> Shift -> < -> n -> ; -> m -> ; ->   -> +x2 -> u ->   -> i -> Shift -> Enter -> { -> Enter -> v -> e -> c -> t -> r -> Shift -> < -> o -> i -> n -> t -> Shift -> > ->   -> d -> p -> Shiftx5 -> n -> ( -> + -> , ->   -> 0","#        <bits/stdc++.h>
using namespace std;

int main() {
    int C;
    scanf(""%d-, &C ;
        intCn, m;

        scanf(""%d %d , &n, &m ;
        cector<int> p(m, 0 ;
        v            h
        v           bc
        for (int i=0; i<m; ++i  {
            scanf(""%d %d %d , &p[iim, &[i;    [i


        vector<int> dp(n+1, 0i; {

            for (int j=0; j<c[i ; ++j  {
                for (int k=n; k>=p[i ; --k  {}
                    dp[k  = max(dp[k , dp[k-p[i   + m[i  ;




        printf(""%d\n , dp[n  ;

    return 0;",0,0,0,0,低活动,0,0.0,0.0,0,0,0,0,0,0,0,0,0,低活动,0,0.0,0.0,0,0,0,0,0,10,10,0,0,持续输入,0,0.0,0.35,0,1,0,1,9,10,10,0,0,持续输入,0,0.0,0.35,0,1,0,1,9,10,10,0,0,持续输入,0,0.0,0.35,0,1,0,1,9,16.755,
1429511-w004,1429511,478,2026-03-24T14:15:12.908775,1328,AC,1050.1,496,"% -> D -> d ->   -> , -> Shift -> & -> p -> , ->   -> & -> Shift -> m -> , ->   -> Shift -> c -> & -> ; -> [ -> o -> ix2 -> [ -> i -> [ -> i -> Enterx2 -> f -> r -> o ->   -> Shift -> ( -> i -> n -> t ->   -> i -> = -> 0 -> ; ->   -> i -> Shift -> < -> n -> ; -> m -> ; ->   -> +x2 -> u ->   -> i -> Shift -> Enter -> { -> Enter -> v -> e -> c -> t -> r -> Shift -> < -> o -> i -> n -> t -> Shift -> > ->   -> d -> p -> Shiftx5 -> n -> ( -> + -> , ->   -> 0 -> 1 -> ; -> f -> o -> r ->   -> Shift -> ( -> i -> n -> t ->   -> j -> = -> 0 -> ; ->   -> j -> Shift","#        <bits/stdc++.h>
using namespace std;

int main() {
    int C;
    scanf(""%d-, &C ;
        intCn, m;

        scanf(""%d %d , &n, &m ;
        cector<int> p(m, 0 ;
        v            h
        v           bc
        for (int i=0; i<m; ++i  {
            scanf(""%d %d %d , &p[iim, &[i;c &c[i v


        vector<int> dp(n+1, 0i; {

            for (int j=0; j<c[i ; ++j  {
                for (int k=n; k>=p[i ; --k  {}
                    dp[k  = max(dp[k , dp[k-p[i   + m[i  ;




        printf(""%d\n , dp[n  ;

    return 0;",0,0,0,0,低活动,0,0.0,0.0,0,0,0,0,0,0,0,0,0,低活动,0,0.0,0.0,0,0,0,0,0,0,0,0,0,低活动,0,0.0,0.0,0,0,0,0,0,0,0,0,0,低活动,0,0.0,0.0,0,0,0,0,0,0,0,0,0,低活动,0,0.0,0.0,0,0,0,0,0,150.728,
1429511-w005,1429511,478,2026-03-24T14:18:16.683100,1328,AC,1050.1,496,"% -> D -> d ->   -> , -> Shift -> & -> p -> , ->   -> & -> Shift -> m -> , ->   -> Shift -> c -> & -> ; -> [ -> o -> ix2 -> [ -> i -> [ -> i -> Enterx2 -> f -> r -> o ->   -> Shift -> ( -> i -> n -> t ->   -> i -> = -> 0 -> ; ->   -> i -> Shift -> < -> n -> ; -> m -> ; ->   -> +x2 -> u ->   -> i -> Shift -> Enter -> { -> Enter -> v -> e -> c -> t -> r -> Shift -> < -> o -> i -> n -> t -> Shift -> > ->   -> d -> p -> Shiftx5 -> n -> ( -> + -> , ->   -> 0 -> 1 -> ; -> f -> o -> r ->   -> Shift -> ( -> i -> n -> t ->   -> j -> = -> 0 -> ; ->   -> j -> Shift","#        <bits/stdc++.h>
using namespace std;

int main() {
    int C;
    scanf(""%d-, &C ;
        intCn, m;

        scanf(""%d %d , &n, &m ;
        cector<int> p(m, 0 ;
        v            h
        v           bc
        for (int i=0; i<m; ++i  {
            scanf(""%d %d %d , &p[iim, &[i;c &c[i v


        vector<int> dp(n+1, 0i; {

            for (int j=0; j<c[i ; ++j  {
                for (int k=n; k>=p[i ; --k  {}
                    dp[k  = max(dp[k , dp[k-p[i   + m[i  ;




        printf(""%d\n , dp[n  ;

    return 0;",0,0,0,0,低活动,0,0.0,0.0,0,0,0,0,0,0,0,0,0,低活动,0,0.0,0.0,0,0,0,0,0,0,0,0,0,低活动,0,0.0,0.0,0,0,0,0,0,0,0,0,0,低活动,0,0.0,0.0,0,0,0,0,0,0,0,0,0,低活动,0,0.0,0.0,0,0,0,0,0,334.502,
1166905-w001,1166905,231,2025-12-26T11:16:46.296600,1638,WA,1690.8,959,"Shift -> # -> Shift -> < -> s -> t -> d -> i -> o -> . -> h -> Shift -> > -> Enterx2 -> n -> t ->   -> m -> i -> a -> n -> i -> n -> Shift -> ( -> Shift -> { -> Enter -> r -> e -> t -> u -> r -> n ->   -> 0 -> ; -> Enter -> n -> t ->   -> i -> n -> ; -> Enter -> w -> i -> w -> h -> i -> l -> e -> NumLockx2 -> w -> h -> i -> l -> Shift -> e -> * -> Shift -> ( -> s -> c -> n -> a -> g -> a -> f -> Shift -> ( -> n -> "" -> % -> d -> , -> Shift -> & -> n -> Shift -> ! -> - -> = -> Shift -> E -> O -> F -> Enterx4 -> i -> n -> t ->   -> c -> a -> l -> c -> u -> l -> a -> e","#       <stdio.h>

#define N_MAX vt nn {
    for(int i=2
int data[N+5a;f(""%d ,&n !=EOF",0,0,0,0,低活动,0,0.0,0.0,0,0,0,0,0,0,0,0,0,低活动,0,0.0,0.0,0,0,0,0,0,16,15,1,0,持续输入,1,2.34,1.58,0,2,0,2,13,66,35,31,2,持续输入,3,10.805,1.199,0,4,2,4,33,90,56,34,2,持续输入,7,66.235,1.373,0,5,2,6,55,19.912,
1166905-w002,1166905,487,2025-12-26T11:21:42.178375,1638,WA,1690.8,959,o -> n -> l -> o -> n -> g ->   -> i -> n -> t ->   -> a -> t -> a -> d -> [ -> Shift -> N -> + -> 5 -> ;x2 -> i -> Shift -> < -> = -> Shift -> N -> ; -> i -> +x2 -> Shiftx2 -> { -> Enter -> d -> a -> t -> a -> [ -> i -> = -> 1 -> ; -> Enter -> f -> o -> r -> Shift -> ( -> i -> n -> t -> i -> = -> 2 -> ; -> i -> Shiftx41 -> * -> Shift -> i -> Shift -> = -> Shift -> N -> ; -> i -> Shift -> +x2 -> Shift -> Enter -> { -> f -> Shift -> ( -> i ->   -> Shiftx5 -> < -> d -> a -> t -> a -> [ -> i -> Shift -> { -> Enter -> f -> o -> r -> Shift -> ( -> i -> n -> t ->   -> j -> = -> 2 -> Shiftx6,"#       <stdio.h>

#define N_MAX vt nn {
    for(int i=2
void long intint n[N+5n;x=EOF
    n=N    ;
int         int data[
               ;i<=N;i++ {
        data[i =1;

    for(int =2;i*i=<;i++ {
        if(data[i  {
            for(Nnt j=2*i;j<=N;j+=i {
                n--;[j =0;





int calculate(int n {
",0,0,0,0,低活动,0,0.0,0.0,0,0,0,0,0,0,0,0,0,低活动,0,0.0,0.0,0,0,0,0,0,5,5,0,0,持续输入,2,8.557,5.103,0,0,0,1,4,23,16,7,0,持续输入,5,29.611,5.698,0,2,0,4,15,31,22,9,1,持续输入,8,86.303,7.405,0,2,2,5,21,18.971,
1166905-w003,1166905,488,2025-12-26T11:26:38.060150,1638,WA,1690.8,959,n -> l -> o -> n -> g ->   -> i -> n -> t ->   -> a -> t -> a -> d -> [ -> Shift -> N -> + -> 5 -> ;x2 -> i -> Shift -> < -> = -> Shift -> N -> ; -> i -> +x2 -> Shiftx2 -> { -> Enter -> d -> a -> t -> a -> [ -> i -> = -> 1 -> ; -> Enter -> f -> o -> r -> Shift -> ( -> i -> n -> t -> i -> = -> 2 -> ; -> i -> Shiftx41 -> * -> Shift -> i -> Shift -> = -> Shift -> N -> ; -> i -> Shift -> +x2 -> Shift -> Enter -> { -> f -> Shift -> ( -> i ->   -> Shiftx5 -> < -> d -> a -> t -> a -> [ -> i -> Shift -> { -> Enter -> f -> o -> r -> Shift -> ( -> i -> n -> t ->   -> j -> = -> 2 -> Shiftx6 -> *,"#       <stdio.h>

#define N_MAX vt nn {
    for(int i=2
void long intint n[N+5n;x=EOF
    n=N    ;
int         int data[
               ;i<=N;i++ {
        data[i =1;

    for(int =2;i*i=<;i++ {
        if(data[i  {
            for(Nnt j=2*i;j<=N;j+=i {
                n--;[j =0;





int calculate(int n {
",0,0,0,0,低活动,0,0.0,0.0,0,0,0,0,0,0,0,0,0,低活动,0,0.0,0.0,0,0,0,0,0,0,0,0,0,低活动,0,0.0,0.0,0,0,0,0,0,0,0,0,0,低活动,0,0.0,0.0,0,0,0,0,0,0,0,0,0,低活动,0,0.0,0.0,0,0,0,0,0,292.125,
1166905-w004,1166905,508,2025-12-26T11:31:33.941925,1638,WA,1690.8,959,; -> i -> Shift -> < -> = -> Shift -> N -> ; -> i -> +x2 -> Shiftx2 -> { -> Enter -> d -> a -> t -> a -> [ -> i -> = -> 1 -> ; -> Enter -> f -> o -> r -> Shift -> ( -> i -> n -> t -> i -> = -> 2 -> ; -> i -> Shiftx41 -> * -> Shift -> i -> Shift -> = -> Shift -> N -> ; -> i -> Shift -> +x2 -> Shift -> Enter -> { -> f -> Shift -> ( -> i ->   -> Shiftx5 -> < -> d -> a -> t -> a -> [ -> i -> Shift -> { -> Enter -> f -> o -> r -> Shift -> ( -> i -> n -> t ->   -> j -> = -> 2 -> Shiftx6 -> * -> i -> ; -> j -> Shift -> < -> = -> Shift -> N -> ; -> j -> Shift -> +x2 -> = -> i -> Shift -> { -> Enter -> d -> a,"#       <stdio.h>

#define N_MAX vt nn {
    for(int i=2
void long intint n[N+5n;x=EOF
    n=N    ;
int         int data[
               ;i<=N;i++ {
        data[i =1;

    for(int =2;i*i=<;i++ {
        if(data[i  {
            for(Nnt j=2*i;j<=N;j+=i {
                n--;[j =0;



     calcula  ( {
    c
int calculate(int n {
",0,0,0,0,低活动,0,0.0,0.0,0,0,0,0,0,0,0,0,0,低活动,0,0.0,0.0,0,0,0,0,0,0,0,0,0,低活动,0,0.0,0.0,0,0,0,0,0,0,0,0,0,低活动,0,0.0,0.0,0,0,0,0,0,0,0,0,0,低活动,0,0.0,0.0,0,0,0,0,0,129.525,
1166905-w005,1166905,835,2025-12-26T11:36:29.823700,1638,WA,1690.8,959,= -> 0 ->   -> r -> e -> t -> u -> r -> n ->   -> 0 -> ; -> Enter -> f -> o -> r -> Shift -> ( -> i -> n ->   -> t ->   -> i -> = -> 3 -> ; -> i -> Shiftx29 -> * -> Shiftx2 -> i -> Shift -> = -> < -> n -> ; -> i -> Shift -> + -> = -> 2 -> Shift -> { -> Enter -> i -> f -> Shift -> ( -> n -> Shift -> % -> i -> =x2 -> - -> 0 ->   -> r -> e -> t -> u -> r -> n ->   -> 0 -> ; -> Enter -> r -> t -> e ->   -> 1 -> ; -> i -> n -> t -> f -> o -> r -> Shift -> ( -> i -> n -> t -> f -> i -> n -> r -> e -> d -> Shift -> _ -> t -> h -> e -> p -> r -> e -> _ -> Shift,"#       <stdio.h>

#define N_MAX vt nn {
    for(int i=2
int  long inint nn[N+5n;x=EOF
    if(n<2  return 0;
int if(n==2  return 1;
    if(n%2==0  return 0; {
    for(int i=3;i*i<=n;i+=2 {
        if(n%i==0  return 0;
    for(int =2;i*i=<;i++ {
    re  if 1;ta[i  {
            for(Nnt j=2*i;j<=N;j+=i {
                n--;[j =0;
int  ind_pre_prime
    for(i=n-1;i>=2;i-- {
        if(is     (i   return i;
     calcula  ( {
    return 0;
int calculate(int n {

int find_late_prime(int n {
    for(int i=n+1;i<=",3,2,1,0,持续输入,0,0.0,0.763,0,0,0,0,2,10,8,2,0,持续输入,0,0.0,1.542,0,0,0,0,7,52,39,13,0,持续输入,2,4.773,1.001,0,1,0,1,37,92,77,15,0,持续输入,5,14.727,1.453,0,4,0,6,72,144,120,24,0,持续输入,11,49.558,1.821,0,5,0,9,112,2.974,
1017474-w001,1017474,79,2025-12-10T08:48:16.067400,1832,AC,524.7,279,"Control -> i -> # -> Shift -> i -> n -> c -> l -> u -> d -> ex3 -> Shift -> < -> s -> t -> d -> i -> o -> . -> h -> Shift -> > -> Enter -> i -> n -> t ->   -> m -> a -> i -> n -> Shift -> ( -> Shift -> { -> Shift -> { -> Enter -> w -> i -> h -> l -> e -> Shift -> ( -> s -> c -> a -> n -> f -> Shift -> ( -> Enter -> c -> h -> a -> r ->   -> n -> u -> m -> Shift -> { -> 6 -> [ -> 6 -> = -> Shift -> { -> 0 -> Shift -> } -> ; -> Shift -> "" -> Shift -> % -> s","#include<stdio.h>
int main({{
    char num[6f={0};
                ""%s",5,3,2,0,持续输入,0,0.0,0.869,0,0,0,0,2,5,3,2,0,持续输入,0,0.0,0.869,0,0,0,0,2,26,21,5,0,持续输入,2,11.621,1.917,0,1,0,2,20,40,33,7,0,持续输入,3,24.319,1.888,0,1,0,3,32,80,66,14,0,持续输入,7,62.859,1.888,0,3,1,6,65,0.574,
1017474-w002,1017474,95,2025-12-10T08:49:47.886750,1832,AC,524.7,279,"Control -> i -> # -> Shift -> i -> n -> c -> l -> u -> d -> ex3 -> Shift -> < -> s -> t -> d -> i -> o -> . -> h -> Shift -> > -> Enter -> i -> n -> t ->   -> m -> a -> i -> n -> Shift -> ( -> Shift -> { -> Shift -> { -> Enter -> w -> i -> h -> l -> e -> Shift -> ( -> s -> c -> a -> n -> f -> Shift -> ( -> Enter -> c -> h -> a -> r ->   -> n -> u -> m -> Shift -> { -> 6 -> [ -> 6 -> = -> Shift -> { -> 0 -> Shift -> } -> ; -> Shift -> "" -> Shift -> % -> s ->   -> ,x2 ->   -> n -> u -> m -> Shift -> ! -> = -> e -> o -> f -> Shift -> { -> Enter","#include<stdio.h>
int main({{
    char num[6f={0};
                ""%s , num !=eof {
",0,0,0,0,低活动,0,0.0,0.0,0,0,0,0,0,0,0,0,0,低活动,0,0.0,0.0,0,0,0,0,0,0,0,0,0,低活动,0,0.0,0.0,0,0,0,0,0,1,1,0,0,低活动,0,0.0,0.0,0,1,0,0,0,38,31,7,0,持续输入,7,56.149,3.473,0,1,0,1,30,41.723,
